condition,base_rate_mean,base_rate_std,auprc_mean,auprc_std,auprc_lift_mean,auprc_lift_std,n_train_mean,n_train_std
rung2_full,0.021277664040793925,0.01738124640012111,0.1852748612299716,0.22349324700811823,13.1987526650159,21.2971698680142,1261.75,566.0167105895962
rung2_size_matched,0.021277664040793925,0.01738124640012111,0.1337843907832056,0.19115818499170265,10.625616861073597,17.943685972767216,1050.5,534.6977339269979
rung3_entity_disjoint,0.021277664040793925,0.01738124640012111,0.023152070959665757,0.016594237645620628,1.149949139527287,0.5518708997894256,1050.5,534.6977339269979
