rung,rung_label,base_rate_mean,base_rate_std,auprc_mean,auprc_std,auroc_mean,auroc_std,auprc_lift_mean,auprc_lift_std,index_auprc_mean,index_auprc_std,index_auprc_lift_mean,index_auprc_lift_std,cold_entity_auprc_mean,cold_entity_auprc_std,cold_entity_auprc_lift_mean,cold_entity_auprc_lift_std,dollar_recall_at_k_mean,dollar_recall_at_k_std
rung0,All leaks open (random split + pre-split SMOTE),0.03322615219721329,0.0024558283467073115,0.8416455479510719,0.1087785074609276,0.9765232806095638,0.01727921534227038,25.549491894085303,4.824642328268942,0.10692163035591763,0.019679752989981886,15.864500543749957,9.901728623475362,,,,,0.40553454457177013,0.1419879341185493
rung1,Close L1 (resample inside folds only),0.03322615219721329,0.0024558283467073115,0.5511257861128013,0.06841555320687406,0.9421077498015548,0.01752118525222309,16.644608613883587,2.3565193257989026,0.3310669283143226,0.09111828666691534,48.01569706589574,33.07746936938741,,,,,0.15217938766835937,0.024656446321539936
rung2,"Close L2 (chronological split, past-only encodings)",0.021277664040793925,0.01738124640012111,0.1852748612299716,0.22349324700811823,0.6722245362040925,0.22263358302216918,13.1987526650159,21.2971698680142,0.01076862158442167,0.007071071307287214,1.8158444675078833,1.1808533073776577,0.03342996898501145,0.03555760601296719,1.3979808825712372,0.6692467807541941,0.10613839062638132,0.12259211449510608
rung3,Close L3 (entity-disjoint train/test),0.021277664040793925,0.01738124640012111,0.023152070959665757,0.016594237645620628,0.4324525892079602,0.15047469294183785,1.149949139527287,0.5518708997894256,0.010017634165947835,0.00671154129629508,1.6738659987472966,1.1130634548748846,0.023152070959665757,0.016594237645620628,1.149949139527287,0.5518708997894256,0.0,0.0
rung4,Close L4 (only labels matured past delta),0.021277664040793925,0.01738124640012111,0.03320742121809119,0.026157375203566684,0.5227728881881281,0.15358176252712682,1.5641229146424078,0.6729457941170748,0.02542508525679969,0.019414279315754623,3.7916343677402478,1.5855887862863465,0.03320742121809119,0.026157375203566684,1.5641229146424078,0.6729457941170748,0.0,0.0
