auprc_monotone,auprc_unconstrained,monotonicity_price_auprc,monotonicity_price_relative,n_monotone_features,monotone_raw_violations,monotone_max_violation,monotone_features_within_tolerance,monotone_features_checked,reason_code_coverage,n_alerts_examined,n_alerts_covered,median_relative_change
0.1062299857191857,0.11551943502177346,0.009289449302587766,0.0804146012386302,19,2,0.00015967745744989784,18,18,0.4482758620689655,29,13,0.06565444677515127
