n,base_rate,auprc,auroc,auprc_lift,brier,ece,index_auprc,index_base_rate,index_auprc_lift,n_index_positives,n_masked_propagated,cold_entity_auprc,cold_base_rate,cold_entity_auprc_lift,n_cold_rows,cold_positive_count,cold_row_share,dollar_recall_at_k,count_recall_at_k,alert_precision_at_k,k,n_reviewed,ttd_n_entities,ttd_detected_share,ttd_median_txn,ttd_median_hours,ttd_early_share,fold_id,test_day_start,test_day_end,n_train,n_test,train_base_rate,test_base_rate,dropped_entity_rows,label_maturity_dropped,model,resampled,tuning_budget,n_features,seed,rung,rung_label
3782,0.04283447911158118,0.8120339347557538,0.9391890048427802,18.95748358793988,0.011461308734866622,0.008703059127296553,0.11032741172026723,0.01227830832196453,8.985554754550654,45,117,0.8101449275362319,0.10126582278481013,8.00018115942029,79,8,0.02088841882601798,0.2601009591498154,0.2345679012345679,1.0,0.01,38,45,0.2,1.0,286.5152777777778,0.0,0,0,181,11346,3782,0.047682002467830074,0.04283447911158118,0,0,lightgbm,False,0,221,0,rung0,All leaks open (random split + pre-split SMOTE)
3782,0.04997355896351137,0.8649975656009119,0.954881405201472,17.30910472541084,0.010972259142313305,0.008061983774704969,0.10967350823823406,0.011826182618261826,9.273787812888814,43,146,0.6842857142857143,0.0641025641025641,10.674857142857144,78,5,0.020624008461131677,0.16507138750705594,0.20105820105820105,1.0,0.01,38,43,0.18604651162790697,1.0,247.1748611111111,0.0,1,0,181,11346,3782,0.04530230918385334,0.04997355896351137,0,0,lightgbm,False,0,221,0,rung0,All leaks open (random split + pre-split SMOTE)
3782,0.047593865679534636,0.8443610782171488,0.9529582330803875,17.740964432318094,0.011995594466007776,0.009238008944079869,0.12416856466749171,0.012880241161962182,9.640236010035686,47,133,0.773038618401386,0.16666666666666666,4.638231710408316,66,11,0.017451084082496033,0.2200165366433406,0.2111111111111111,1.0,0.01,38,47,0.1702127659574468,1.0,236.14402777777778,0.0,2,0,181,11346,3782,0.04609554027851225,0.047593865679534636,0,0,lightgbm,False,0,221,0,rung0,All leaks open (random split + pre-split SMOTE)
3782,0.04309888947646748,0.8615358121011862,0.965783857181847,19.989745039059425,0.009538983114006212,0.006608853554518741,0.0783662358518094,0.01012035010940919,7.743431304708517,37,126,0.038461538461538464,0.0125,3.076923076923077,80,1,0.021152829190904283,0.2140128442783841,0.2331288343558282,1.0,0.01,38,37,0.16216216216216217,1.0,480.9873611111111,0.0,0,0,181,11346,3782,0.047593865679534636,0.04309888947646748,0,0,lightgbm,False,0,221,1,rung0,All leaks open (random split + pre-split SMOTE)
3782,0.0520888418826018,0.8416093415728466,0.9511614241516754,16.157190506743685,0.013568073742655357,0.01101648115987728,0.1176068177753049,0.014568444200109951,8.072709491821872,53,144,0.5384615384615384,0.02247191011235955,23.96153846153846,89,2,0.023532522474881017,0.22579832637718425,0.19289340101522842,1.0,0.01,38,53,0.16981132075471697,1.0,231.29805555555555,0.0,1,0,181,11346,3782,0.04459721487748986,0.0520888418826018,0,0,lightgbm,False,0,221,1,rung0,All leaks open (random split + pre-split SMOTE)
3782,0.04389212057112639,0.8127860451887726,0.9386145244695597,18.5178121861683,0.010988256765124285,0.008500522560411613,0.03605128392909373,0.011481683980317113,3.139895157443449,42,124,0.5452702702702703,0.05714285714285714,9.54222972972973,70,4,0.01850872554204125,0.18665398907228423,0.2289156626506024,1.0,0.01,38,42,0.14285714285714285,1.0,204.7111111111111,0.0,2,0,181,11346,3782,0.047329455314648335,0.04389212057112639,0,0,lightgbm,False,0,221,1,rung0,All leaks open (random split + pre-split SMOTE)
3782,0.04283447911158118,0.8142407643258943,0.937995361844349,19.009003522719333,0.011515876906291635,0.009468033059130979,0.10734296233476624,0.01227830832196453,8.742487932375962,45,117,0.8011363636363636,0.10126582278481013,7.911221590909091,79,8,0.02088841882601798,0.2383169398806764,0.2345679012345679,1.0,0.01,38,45,0.2222222222222222,1.0,304.51902777777775,0.0,0,0,181,11346,3782,0.047682002467830074,0.04283447911158118,0,0,lightgbm,False,0,221,0,rung1,Close L1 (resample inside folds only)
3782,0.04997355896351137,0.8612495122484227,0.9522822890482228,17.234103996420817,0.011013175455797925,0.009326602444813792,0.11092075039840557,0.011826182618261826,9.379252289502388,43,146,0.6750724637681159,0.0641025641025641,10.53113043478261,78,5,0.020624008461131677,0.16027037401237637,0.20105820105820105,1.0,0.01,38,43,0.13953488372093023,1.0,361.4579166666667,0.0,1,0,181,11346,3782,0.04530230918385334,0.04997355896351137,0,0,lightgbm,False,0,221,0,rung1,Close L1 (resample inside folds only)
3782,0.047593865679534636,0.8447664842506982,0.9514652353630699,17.749482463534115,0.012068464286771288,0.01002659498306126,0.10041211158164799,0.012880241161962182,7.79582542896667,47,133,0.7978758169934641,0.16666666666666666,4.787254901960785,66,11,0.017451084082496033,0.2240062604219986,0.2111111111111111,1.0,0.01,38,47,0.23404255319148937,1.0,300.58472222222224,0.0,2,0,181,11346,3782,0.04609554027851225,0.047593865679534636,0,0,lightgbm,False,0,221,0,rung1,Close L1 (resample inside folds only)
3782,0.04309888947646748,0.8625076119529536,0.964551438640983,20.01229318040534,0.009560605605622005,0.007302060578269157,0.0787136891949537,0.01012035010940919,7.7777634512635325,37,126,0.03571428571428571,0.0125,2.8571428571428568,80,1,0.021152829190904283,0.2248502048373904,0.2331288343558282,1.0,0.01,38,37,0.10810810810810811,1.5,445.15777777777777,0.0,0,0,181,11346,3782,0.047593865679534636,0.04309888947646748,0,0,lightgbm,False,0,221,1,rung1,Close L1 (resample inside folds only)
