n,base_rate,auprc,auroc,auprc_lift,brier,ece,index_auprc,index_base_rate,index_auprc_lift,n_index_positives,n_masked_propagated,cold_entity_auprc,cold_base_rate,cold_entity_auprc_lift,n_cold_rows,cold_positive_count,cold_row_share,dollar_recall_at_k,count_recall_at_k,alert_precision_at_k,k,n_reviewed,ttd_n_entities,ttd_detected_share,ttd_median_txn,ttd_median_hours,ttd_early_share,fold_id,test_day_start,test_day_end,n_train,n_test,train_base_rate,test_base_rate,dropped_entity_rows,label_maturity_dropped,model,resampled,tuning_budget,n_features,seed,delta_days,n_monotone
2813,0.03590472804834696,0.07716184432921626,0.7197384561464996,2.1490719613671816,0.03612917349823907,0.03624993654413573,0.015304489282602397,0.009495982468955442,1.6116804482986677,26,75,0.07716184432921626,0.03590472804834696,2.1490719613671816,2813,101,1.0,0.012912844498829292,0.019801980198019802,0.07142857142857142,0.01,28,26,0.038461538461538464,3.0,306.0877777777778,0.0,3,150,180,9070,2813,0.05104740904079383,0.03590472804834696,249,2838,halo,,,221,1,30,19.0
158,0.04430379746835443,0.2647832314768643,0.7729422894985809,5.9765357961920795,0.04430379746835443,0.04430379746835443,,,,0,7,0.2647832314768643,0.04430379746835443,5.9765357961920795,158,7,1.0,0.21617481016321674,0.14285714285714285,0.5,0.01,2,0,,,,,4,180,182,12089,158,0.04905285797005542,0.04430379746835443,68,2813,halo,,,221,1,30,19.0
2770,0.053429602888086646,0.0823847852937351,0.6206655740408601,1.5419314544840959,0.05155868208765145,0.030393445145003452,0.020218973545141676,0.01093926820067899,1.8482930644196753,29,119,0.0823847852937351,0.053429602888086646,1.5419314544840959,2770,148,1.0,0.014120478664104876,0.02027027027027027,0.10714285714285714,0.01,28,29,0.034482758620689655,0.0,0.0,0.0,0,90,120,1434,2770,0.056485355648535567,0.053429602888086646,32,5083,lightgbm,False,0.0,221,0,60,
2838,0.04439746300211417,0.08567139960143505,0.6481569274710868,1.929646286260894,0.04254448239775645,0.026402720383430722,0.01969656637071311,0.009857612267250822,1.9981072329401188,27,99,0.08567139960143505,0.04439746300211417,1.929646286260894,2838,126,1.0,0.029402213680430184,0.031746031746031744,0.14285714285714285,0.01,28,27,0.07407407407407407,2.5,237.92055555555555,0.0,1,120,150,3821,2838,0.049463491232661604,0.04439746300211417,17,5481,lightgbm,False,0.0,221,0,60,
2813,0.03590472804834696,0.08706694812128633,0.6768779754081603,2.4249438125265192,0.034622005706726376,0.024040209914701686,0.01728235912723199,0.009495982468955442,1.8199653573215842,26,75,0.08706694812128633,0.03590472804834696,2.4249438125265192,2813,101,1.0,0.030627426963525228,0.0594059405940594,0.21428571428571427,0.01,28,26,0.07692307692307693,1.0,19.917361111111113,0.0,2,150,180,6522,2813,0.04860472247776756,0.03590472804834696,27,5608,lightgbm,False,0.0,221,0,60,
158,0.04430379746835443,0.1044543920973181,0.717123935666982,2.3576848501966086,0.042363027003186324,0.026868231842814658,,,,0,7,0.1044543920973181,0.04430379746835443,2.3576848501966086,158,7,1.0,0.0,0.0,0.0,0.01,2,0,,,,,3,180,182,9317,158,0.05033809166040571,0.04430379746835443,2,5651,lightgbm,False,0.0,221,0,60,
2770,0.053429602888086646,0.07908531511254328,0.6227683633290041,1.480177857173952,0.05157133311719619,0.03163814033077695,0.016645204692170092,0.01093926820067899,1.5216012978945832,29,119,0.07908531511254328,0.053429602888086646,1.480177857173952,2770,148,1.0,0.013725620366112176,0.02702702702702703,0.14285714285714285,0.01,28,29,0.034482758620689655,0.0,0.0,0.0,0,90,120,1434,2770,0.056485355648535567,0.053429602888086646,32,5083,lightgbm,False,0.0,221,1,60,
2838,0.04439746300211417,0.09504357265893155,0.6503605375286792,2.140743327032125,0.042417694960765945,0.027163173895615386,0.020803733019170052,0.009857612267250822,2.1104231385002508,27,99,0.09504357265893155,0.04439746300211417,2.140743327032125,2838,126,1.0,0.027486809100325218,0.023809523809523808,0.10714285714285714,0.01,28,27,0.037037037037037035,1.0,15.715277777777779,0.0,1,120,150,3821,2838,0.049463491232661604,0.04439746300211417,17,5481,lightgbm,False,0.0,221,1,60,
2813,0.03590472804834696,0.07372878107019908,0.6680101638482432,2.0534560509947526,0.034763604024627255,0.0237702208035814,0.017442232480909287,0.009495982468955442,1.8368012512588316,26,75,0.07372878107019908,0.03590472804834696,2.0534560509947526,2813,101,1.0,0.006769983375011338,0.019801980198019802,0.07142857142857142,0.01,28,26,0.07692307692307693,1.5,62.715555555555554,0.0,2,150,180,6522,2813,0.04860472247776756,0.03590472804834696,27,5608,lightgbm,False,0.0,221,1,60,
158,0.04430379746835443,0.24982002245753285,0.792809839167455,5.6387947926128845,0.040611285961323434,0.031162955761756508,,,,0,7,0.24982002245753285,0.04430379746835443,5.6387947926128845,158,7,1.0,0.21617481016321674,0.14285714285714285,0.5,0.01,2,0,,,,,3,180,182,9317,158,0.05033809166040571,0.04430379746835443,2,5651,lightgbm,False,0.0,221,1,60,
2770,0.053429602888086646,0.07859776802197116,0.6303317047024141,1.471052820411217,0.05493491673264059,0.056570438367553384,0.02052515653494926,0.01093926820067899,1.876282412901741,29,119,0.07859776802197116,0.053429602888086646,1.471052820411217,2770,148,1.0,0.023042723226917357,0.006756756756756757,0.03571428571428571,0.01,28,29,0.034482758620689655,0.0,0.0,0.0,0,90,120,1434,2770,0.056485355648535567,0.053429602888086646,32,5083,halo,,,221,0,60,19.0
2838,0.04439746300211417,0.09681322010398355,0.6539044575549,2.1806025290087723,0.04425283197444059,0.044567559410260076,0.01753340431957058,0.009857612267250822,1.77866646041866,27,99,0.09681322010398355,0.04439746300211417,2.1806025290087723,2838,126,1.0,0.02640778264222144,0.031746031746031744,0.14285714285714285,0.01,28,27,0.1111111111111111,1.0,344.69972222222225,0.0,1,120,150,3821,2838,0.049463491232661604,0.04439746300211417,17,5481,halo,,,221,0,60,19.0
2813,0.03590472804834696,0.08009233783474809,0.6675501620958556,2.2306905577143206,0.035662489692640416,0.035824617239065305,0.015736441072994812,0.009495982468955442,1.657168294533069,26,75,0.08009233783474809,0.03590472804834696,2.2306905577143206,2813,101,1.0,0.017904681966131358,0.0297029702970297,0.10714285714285714,0.01,28,26,0.038461538461538464,1.0,0.3011111111111111,0.0,2,150,180,6522,2813,0.04860472247776756,0.03590472804834696,27,5608,halo,,,221,0,60,19.0
158,0.04430379746835443,0.2354375874302343,0.7842951750236519,5.314162687711002,0.04131919420724367,0.04244169225260386,,,,0,7,0.2354375874302343,0.04430379746835443,5.314162687711002,158,7,1.0,0.21617481016321674,0.14285714285714285,0.5,0.01,2,0,,,,,3,180,182,9317,158,0.05033809166040571,0.04430379746835443,2,5651,halo,,,221,0,60,19.0
2770,0.053429602888086646,0.07199751661878852,0.6145324386171069,1.347521088067866,0.056147390168174674,0.05765095863921388,0.013923279418651763,0.01093926820067899,1.2727797840981319,29,119,0.07199751661878852,0.053429602888086646,1.347521088067866,2770,148,1.0,0.005224896587460677,0.006756756756756757,0.03571428571428571,0.01,28,29,0.034482758620689655,-1.0,-30.629166666666666,1.0,0,90,120,1434,2770,0.056485355648535567,0.053429602888086646,32,5083,halo,,,221,1,60,19.0
2838,0.04439746300211417,0.08078423319121562,0.6405598866882053,1.8195686809259517,0.04443955853519188,0.04514545482994142,0.018395740373537268,0.009857612267250822,1.8661456623377248,27,99,0.08078423319121562,0.04439746300211417,1.8195686809259517,2838,126,1.0,0.022190583477080934,0.023809523809523808,0.10714285714285714,0.01,28,27,0.037037037037037035,1.0,15.715277777777779,0.0,1,120,150,3821,2838,0.049463491232661604,0.04439746300211417,17,5481,halo,,,221,1,60,19.0
2813,0.03590472804834696,0.07582846608552365,0.6293262069569788,2.1119353970156243,0.035638146550658,0.036021963219324785,0.0163446170984278,0.009495982468955442,1.7212139082882814,26,75,0.07582846608552365,0.03590472804834696,2.1119353970156243,2813,101,1.0,0.031162582194110586,0.039603960396039604,0.14285714285714285,0.01,28,26,0.11538461538461539,1.0,39.533611111111114,0.0,2,150,180,6522,2813,0.04860472247776756,0.03590472804834696,27,5608,halo,,,221,1,60,19.0
158,0.04430379746835443,0.1621805155409673,0.8155156102175969,3.6606459222104046,0.04430379746835443,0.04430379746835443,,,,0,7,0.1621805155409673,0.04430379746835443,3.6606459222104046,158,7,1.0,0.0,0.0,0.0,0.01,2,0,,,,,3,180,182,9317,158,0.05033809166040571,0.04430379746835443,2,5651,halo,,,221,1,60,19.0
2813,0.03590472804834696,0.06044991787822769,0.6590766377522709,1.6836199900144009,0.03554672251095439,0.017204196904804847,0.010128222421674202,0.009495982468955442,1.066579730405537,26,75,0.06044991787822769,0.03590472804834696,1.6836199900144009,2813,101,1.0,0.0,0.0,0.0,0.01,28,26,0.038461538461538464,-1.0,-104.08583333333333,1.0,0,150,180,1466,2813,0.05525238744884038,0.03590472804834696,0,10691,lightgbm,False,0.0,221,0,120,
158,0.04430379746835443,0.06738965376674541,0.5506149479659413,1.5210807564493964,0.043455927221582834,0.028718582190692715,,,,0,7,0.06738965376674541,0.04430379746835443,1.5210807564493964,158,7,1.0,0.0,0.0,0.0,0.01,2,0,,,,,1,180,182,3838,158,0.049244398124022926,0.04430379746835443,0,11132,lightgbm,False,0.0,221,0,120,
2813,0.03590472804834696,0.06350386629211235,0.6576929816875494,1.76867698890804,0.03545427871355871,0.019046928060505022,0.010450427176347605,0.009495982468955442,1.1005103695707592,26,75,0.06350386629211235,0.03590472804834696,1.76867698890804,2813,101,1.0,0.017438582092343835,0.019801980198019802,0.07142857142857142,0.01,28,26,0.038461538461538464,-1.0,-104.08583333333333,1.0,0,150,180,1466,2813,0.05525238744884038,0.03590472804834696,0,10691,lightgbm,False,0.0,221,1,120,
158,0.04430379746835443,0.09376193603697848,0.6471144749290444,2.116340841977514,0.0432328646757173,0.02997039832826438,,,,0,7,0.09376193603697848,0.04430379746835443,2.116340841977514,158,7,1.0,0.0,0.0,0.0,0.01,2,0,,,,,1,180,182,3838,158,0.049244398124022926,0.04430379746835443,0,11132,lightgbm,False,0.0,221,1,120,
2813,0.03590472804834696,0.06580213695133934,0.6629976050702416,1.8326872400407679,0.03816125353398623,0.03838072972117828,0.010684149749067241,0.009495982468955442,1.125123154344081,26,75,0.06580213695133934,0.03590472804834696,1.8326872400407679,2813,101,1.0,0.028153691513885328,0.019801980198019802,0.07142857142857142,0.01,28,26,0.038461538461538464,-1.0,-104.08583333333333,1.0,0,150,180,1466,2813,0.05525238744884038,0.03590472804834696,0,10691,halo,,,221,0,120,19.0
158,0.04430379746835443,0.07044119768879943,0.6130558183538316,1.5899584621186158,0.04569782480935062,0.047274143888287004,,,,0,7,0.07044119768879943,0.04430379746835443,1.5899584621186158,158,7,1.0,0.0,0.0,0.0,0.01,2,0,,,,,1,180,182,3838,158,0.049244398124022926,0.04430379746835443,0,11132,halo,,,221,0,120,19.0
2813,0.03590472804834696,0.06500830618357276,0.6650128508426064,1.8105778742018828,0.03822203125078035,0.040414758661102876,0.010453860220660298,0.009495982468955442,1.100871895544919,26,75,0.06500830618357276,0.03590472804834696,1.8105778742018828,2813,101,1.0,0.002412763504732886,0.009900990099009901,0.03571428571428571,0.01,28,26,0.038461538461538464,-1.0,-104.08583333333333,1.0,0,150,180,1466,2813,0.05525238744884038,0.03590472804834696,0,10691,halo,,,221,1,120,19.0
158,0.04430379746835443,0.0896003196925225,0.5118259224219489,2.022407215916936,0.04545342832909787,0.04700123044958855,,,,0,7,0.0896003196925225,0.04430379746835443,2.022407215916936,158,7,1.0,0.0,0.0,0.0,0.01,2,0,,,,,1,180,182,3838,158,0.049244398124022926,0.04430379746835443,0,11132,halo,,,221,1,120,19.0
