condition,base_rate_mean,base_rate_std,auprc_mean,auprc_std,auprc_lift_mean,auprc_lift_std,n_train_mean,n_train_std
rung2_full,0.045345222302037025,0.006103805224209145,0.5788104010294395,0.22417870840369888,12.945336571892915,5.205480783580025,9366.6,4155.076605792004
rung2_size_matched,0.045345222302037025,0.006103805224209145,0.5178927534193852,0.29660377556842127,11.747197194472111,6.863276813711208,8136.2,4452.426823904265
rung3_entity_disjoint,0.045345222302037025,0.006103805224209145,0.07837717606824553,0.026499438014727324,1.7449200205278033,0.5998469585813545,8136.2,4452.426823904265
